truck_id,route_id,departure_date,estimated_arrival,delay
17142878,R-e7a4561b,2019-02-15 07:00:00,2019-02-15 11:37:12.000000000,0
29613698,R-48cfa4e6,2019-02-15 07:00:00,2019-02-16 03:45:00.000000000,1
31403868,R-9448525d,2019-02-15 07:00:00,2019-02-15 18:37:12.000000000,1
88372671,R-c0901e00,2019-02-15 07:00:00,2019-02-16 03:19:48.000000000,0
22622421,R-f9aa6c3b,2019-02-15 07:00:00,2019-02-16 05:07:48.000000000,0
57473533,R-2318330f,2019-02-15 07:00:00,2019-02-15 20:31:12.000000000,0
44897730,R-4e60bbb1,2019-02-15 07:00:00,2019-02-15 20:11:24.000000000,0
81492294,R-12ddb8e4,2019-02-15 07:00:00,2019-02-15 18:45:00.000000000,0
18264020,R-413d3644,2019-02-15 07:00:00,2019-02-15 11:37:12.000000000,0
12515055,R-8ad0ebe0,2019-02-15 07:00:00,2019-02-15 13:31:48.000000000,0
91955140,R-5b231705,2019-02-15 07:00:00,2019-02-15 10:57:00.000000000,0
12323896,R-a4414068,2019-02-15 07:00:00,2019-02-15 18:30:36.000000000,0
16825520,R-74001f44,2019-02-15 07:00:00,2019-02-15 20:16:48.000000000,0
17787739,R-b33a8b27,2019-02-15 07:00:00,2019-02-15 18:16:12.000000000,0
30203269,R-5fb4c6db,2019-02-15 07:00:00,2019-02-15 23:34:11.999999999,0
44329842,R-f3b100d6,2019-02-15 07:00:00,2019-02-15 14:51:00.000000000,0
13631150,R-4564770c,2019-02-15 07:00:00,2019-02-16 03:15:36.000000000,1
21680317,R-ddfed5ea,2019-02-15 07:00:00,2019-02-16 01:53:24.000000000,1
19350992,R-af1c0f31,2019-02-15 07:00:00,2019-02-15 18:08:24.000000000,0
31028955,R-e359ad00,2019-02-15 07:00:00,2019-02-16 03:58:12.000000000,0
23736018,R-90fe80ff,2019-02-15 07:00:00,2019-02-15 22:52:12.000000000,1
38811305,R-774ecab4,2019-02-15 07:00:00,2019-02-16 03:22:12.000000000,0
32778747,R-24564901,2019-02-15 07:00:00,2019-02-15 14:22:12.000000000,0
29433242,R-b7f48a19,2019-02-15 07:00:00,2019-02-15 19:30:36.000000000,0
20058612,R-11bc2140,2019-02-15 07:00:00,2019-02-15 09:31:48.000000000,0
32772853,R-67f6f53b,2019-02-15 07:00:00,2019-02-16 02:10:12.000000000,0
88231513,R-058f99b5,2019-02-15 07:00:00,2019-02-16 04:03:36.000000000,1
23024395,R-2c44d4cc,2019-02-15 07:00:00,2019-02-16 03:40:12.000000000,0
27384735,R-ea0491d1,2019-02-15 07:00:00,2019-02-15 10:09:36.000000000,0
22154304,R-e77d76f2,2019-02-15 07:00:00,2019-02-15 19:27:36.000000000,0
15886277,R-ca7205a6,2019-02-15 07:00:00,2019-02-16 03:28:48.000000000,0
33788665,R-fa1eb8ff,2019-02-15 07:00:00,2019-02-15 10:13:12.000000000,0
18855810,R-5beef1d0,2019-02-15 07:00:00,2019-02-15 15:45:36.000000000,0
12526607,R-7febd21f,2019-02-15 07:00:00,2019-02-15 18:37:12.000000000,0
12240406,R-ea4bf2c3,2019-02-15 07:00:00,2019-02-16 04:02:24.000000000,0
31794890,R-55030cf8,2019-02-15 07:00:00,2019-02-16 01:50:24.000000000,0
27381592,R-f14d053c,2019-02-15 07:00:00,2019-02-15 08:03:36.000000000,0
12823463,R-bebff563,2019-02-15 07:00:00,2019-02-15 14:12:00.000000000,1
14915064,R-471af254,2019-02-15 07:00:00,2019-02-15 14:06:36.000000000,1
64894212,R-1a2a75bf,2019-02-15 07:00:00,2019-02-15 15:19:12.000000000,0
31057269,R-02d1c414,2019-02-15 07:00:00,2019-02-15 21:55:48.000000000,0
11759429,R-b2e25936,2019-02-15 07:00:00,2019-02-16 03:07:48.000000000,0
35580954,R-82117701,2019-02-15 07:00:00,2019-02-16 05:16:12.000000000,0
27677000,R-c05f00dc,2019-02-15 07:00:00,2019-02-16 03:39:36.000000000,1
27565604,R-8ee35576,2019-02-15 07:00:00,2019-02-15 20:21:36.000000000,0
66265520,R-880ddb99,2019-02-15 07:00:00,2019-02-15 23:11:24.000000000,0
26872264,R-985afa1e,2019-02-15 07:00:00,2019-02-15 17:43:12.000000000,1
32206692,R-301ca87a,2019-02-15 07:00:00,2019-02-16 06:06:00.000000000,0
27433073,R-4e6c7c29,2019-02-15 07:00:00,2019-02-16 06:29:24.000000000,1
64315497,R-b2c4f391,2019-02-15 07:00:00,2019-02-15 20:47:24.000000000,0
21999423,R-83cbeb27,2019-02-15 07:00:00,2019-02-16 02:00:00.000000000,0
21026790,R-857dd031,2019-02-15 07:00:00,2019-02-15 17:51:36.000000000,1
21011340,R-03ec1b30,2019-02-15 07:00:00,2019-02-16 06:07:12.000000000,0
61318546,R-db3d7921,2019-02-15 07:00:00,2019-02-15 16:18:00.000000000,1
16815307,R-07cc5c04,2019-02-15 07:00:00,2019-02-15 09:15:36.000000000,0
10962127,R-54506058,2019-02-15 07:00:00,2019-02-16 00:07:12.000000000,0
87277280,R-73bf4d54,2019-02-15 07:00:00,2019-02-15 12:57:00.000000000,1
96362807,R-8fdff50b,2019-02-15 07:00:00,2019-02-15 21:45:36.000000000,0
41713749,R-d671dd0c,2019-02-15 07:00:00,2019-02-15 20:22:48.000000000,0
15567425,R-be402870,2019-02-15 07:00:00,2019-02-15 16:00:36.000000000,1
10363832,R-6cc04ba7,2019-02-15 07:00:00,2019-02-16 00:16:48.000000000,0
89718833,R-17959662,2019-02-15 07:00:00,2019-02-15 17:01:12.000000000,1
82265012,R-bf178cf6,2019-02-15 07:00:00,2019-02-16 03:58:48.000000000,0
25773008,R-a484736d,2019-02-15 07:00:00,2019-02-15 15:23:24.000000000,1
28775989,R-b377efd2,2019-02-15 07:00:00,2019-02-16 03:19:48.000000000,0
23898198,R-d6eee989,2019-02-15 07:00:00,2019-02-15 20:45:36.000000000,1
23244180,R-4400f474,2019-02-15 07:00:00,2019-02-15 15:58:12.000000000,0
14509814,R-18e69a70,2019-02-15 07:00:00,2019-02-15 19:09:00.000000000,0
21071765,R-cd40b0a3,2019-02-15 07:00:00,2019-02-16 06:02:24.000000000,0
28973978,R-2a628853,2019-02-15 07:00:00,2019-02-16 05:28:12.000000000,0
84896559,R-70e1a1d2,2019-02-15 07:00:00,2019-02-15 23:17:23.999999999,0
57783233,R-ddae5148,2019-02-15 07:00:00,2019-02-15 17:12:36.000000000,0
12492275,R-39ef4a80,2019-02-15 07:00:00,2019-02-15 17:20:24.000000000,1
24964335,R-98c96c74,2019-02-15 07:00:00,2019-02-15 20:21:36.000000000,0
31454477,R-9d0d552b,2019-02-15 07:00:00,2019-02-15 23:21:36.000000000,0
26292563,R-52a848cc,2019-02-15 07:00:00,2019-02-15 15:55:12.000000000,1
32628678,R-ea2d09d2,2019-02-15 07:00:00,2019-02-15 14:24:36.000000000,0
10140178,R-4c56fb2a,2019-02-15 07:00:00,2019-02-15 21:21:00.000000000,0
21945481,R-dc4a95bc,2019-02-15 07:00:00,2019-02-15 14:20:24.000000000,0
21260443,R-797b4fe6,2019-02-15 07:00:00,2019-02-15 20:16:12.000000000,0
26687586,R-641f7e46,2019-02-15 07:00:00,2019-02-15 22:22:48.000000000,0
30336823,R-ffa2660a,2019-02-15 07:00:00,2019-02-15 15:04:12.000000000,0
24350497,R-dcbddbb7,2019-02-15 07:00:00,2019-02-16 01:39:00.000000000,0
10630400,R-c9fb5579,2019-02-15 07:00:00,2019-02-15 19:19:12.000000000,1
33250272,R-bd810337,2019-02-15 07:00:00,2019-02-15 18:32:24.000000000,0
25301979,R-a3eb6c09,2019-02-15 07:00:00,2019-02-15 22:31:12.000000000,0
24712768,R-096f2651,2019-02-15 07:00:00,2019-02-15 15:57:36.000000000,0
98891327,R-128e4f46,2019-02-15 07:00:00,2019-02-15 13:54:00.000000000,0
22209237,R-83e4afd1,2019-02-15 07:00:00,2019-02-15 12:12:36.000000000,0
20482428,R-34abf26b,2019-02-15 07:00:00,2019-02-15 18:16:12.000000000,0
29839726,R-603ebf51,2019-02-15 07:00:00,2019-02-16 06:46:48.000000000,0
10489983,R-abbf83d1,2019-02-15 07:00:00,2019-02-15 22:05:24.000000000,0
31807145,R-4c49df96,2019-02-15 07:00:00,2019-02-15 16:07:48.000000000,0
15048376,R-33d539f6,2019-02-15 07:00:00,2019-02-16 06:42:36.000000000,0
17464939,R-3b99b000,2019-02-15 07:00:00,2019-02-16 02:45:36.000000000,0
33867840,R-ab238e4b,2019-02-15 07:00:00,2019-02-16 04:49:48.000000000,1
31955961,R-fbbc2b2b,2019-02-15 07:00:00,2019-02-16 05:07:48.000000000,0
25017099,R-5490d8a5,2019-02-15 07:00:00,2019-02-15 20:45:36.000000000,0
33921946,R-89de436a,2019-02-15 07:00:00,2019-02-15 17:03:36.000000000,0
41797401,R-5941a689,2019-02-15 07:00:00,2019-02-15 15:58:48.000000000,1
17743573,R-621e1bd3,2019-02-15 07:00:00,2019-02-16 05:02:24.000000000,0
82942283,R-ff1f3407,2019-02-15 07:00:00,2019-02-16 03:00:00.000000000,0
32898016,R-2f8939a6,2019-02-15 07:00:00,2019-02-15 18:27:00.000000000,0
27887726,R-38961b65,2019-02-15 07:00:00,2019-02-15 16:30:36.000000000,0
22171671,R-8b4e7cd7,2019-02-15 07:00:00,2019-02-16 01:31:48.000000000,0
29121332,R-e56c34fd,2019-02-15 07:00:00,2019-02-15 12:39:36.000000000,0
31692825,R-ccaa39f5,2019-02-15 07:00:00,2019-02-15 21:31:48.000000000,0
25347670,R-2278e851,2019-02-15 07:00:00,2019-02-16 05:12:00.000000000,1
20260455,R-4306d560,2019-02-15 07:00:00,2019-02-15 13:36:00.000000000,0
21103543,R-a00ff8f8,2019-02-15 07:00:00,2019-02-15 18:05:24.000000000,0
24136996,R-cad78ef9,2019-02-15 07:00:00,2019-02-15 10:06:00.000000000,0
46155960,R-bfa68e94,2019-02-15 07:00:00,2019-02-15 12:15:00.000000000,0
10248113,R-4fa122f9,2019-02-15 07:00:00,2019-02-16 05:24:36.000000000,0
29077811,R-7b8aaa81,2019-02-15 07:00:00,2019-02-15 09:40:48.000000000,0
29303248,R-20c2bd00,2019-02-15 07:00:00,2019-02-15 21:15:36.000000000,0
81243042,R-5f7191f0,2019-02-15 07:00:00,2019-02-15 21:48:00.000000000,0
29106045,R-be6be7d0,2019-02-15 07:00:00,2019-02-15 14:17:23.999999999,1
23138031,R-4add6abc,2019-02-15 07:00:00,2019-02-15 15:34:11.999999999,0
14262671,R-fb0aadc4,2019-02-15 07:00:00,2019-02-16 01:37:12.000000000,0
80470212,R-9e9cc6a6,2019-02-15 07:00:00,2019-02-15 10:51:36.000000000,0
17867711,R-36568dba,2019-02-15 07:00:00,2019-02-15 13:56:24.000000000,0
71137292,R-e2802cdf,2019-02-15 07:00:00,2019-02-15 13:27:00.000000000,1
21784492,R-5f8d391d,2019-02-15 07:00:00,2019-02-15 08:12:36.000000000,0
26210303,R-18965ef0,2019-02-15 07:00:00,2019-02-16 01:07:48.000000000,0
27086559,R-7e44a2ef,2019-02-15 07:00:00,2019-02-15 15:35:24.000000000,0
10784487,R-d52fc715,2019-02-15 07:00:00,2019-02-15 08:22:48.000000000,0
30742689,R-7e641681,2019-02-15 07:00:00,2019-02-16 01:03:00.000000000,0
10495266,R-132d1044,2019-02-15 07:00:00,2019-02-15 19:49:12.000000000,1
81874052,R-98098e04,2019-02-15 07:00:00,2019-02-15 21:28:12.000000000,0
14698380,R-4e70c06b,2019-02-15 07:00:00,2019-02-15 20:31:12.000000000,1
21243568,R-c2332a62,2019-02-15 07:00:00,2019-02-16 04:02:24.000000000,0
97021490,R-9186d04a,2019-02-15 07:00:00,2019-02-15 15:58:12.000000000,0
30458082,R-3032cbd7,2019-02-15 07:00:00,2019-02-15 17:03:36.000000000,0
19970766,R-ef63240c,2019-02-15 07:00:00,2019-02-15 10:25:48.000000000,0
27082207,R-c9cbd2ea,2019-02-15 07:00:00,2019-02-16 03:30:00.000000000,0
18910102,R-42d36010,2019-02-15 07:00:00,2019-02-15 22:03:36.000000000,0
31770381,R-2906397d,2019-02-15 07:00:00,2019-02-15 20:59:24.000000000,0
27274345,R-531c5ac7,2019-02-15 07:00:00,2019-02-15 23:47:24.000000000,0
11490614,R-7478870d,2019-02-15 07:00:00,2019-02-15 14:21:00.000000000,0
24429827,R-a74dad3f,2019-02-15 07:00:00,2019-02-15 08:21:00.000000000,1
30630049,R-48498705,2019-02-15 07:00:00,2019-02-15 15:37:48.000000000,0
52057455,R-863d8c02,2019-02-15 07:00:00,2019-02-15 13:10:48.000000000,0
15673353,R-c49e84ad,2019-02-15 07:00:00,2019-02-15 14:41:24.000000000,1
51527807,R-4eea0b03,2019-02-15 07:00:00,2019-02-15 21:32:24.000000000,0
24141016,R-c0cd8c50,2019-02-15 07:00:00,2019-02-15 12:22:12.000000000,0
18653108,R-447677c5,2019-02-15 07:00:00,2019-02-15 12:22:48.000000000,0
14902476,R-746ebe70,2019-02-15 07:00:00,2019-02-15 09:09:00.000000000,0
22705355,R-31979631,2019-02-15 07:00:00,2019-02-15 11:17:23.999999999,0
32516697,R-cfc0a711,2019-02-15 07:00:00,2019-02-16 06:07:12.000000000,0
31923822,R-c3d9f83b,2019-02-15 07:00:00,2019-02-15 08:31:48.000000000,0
25556132,R-52212742,2019-02-15 07:00:00,2019-02-15 18:42:00.000000000,1
12742295,R-b67ea4aa,2019-02-15 07:00:00,2019-02-15 23:40:48.000000000,1
33994055,R-30242836,2019-02-15 07:00:00,2019-02-15 17:15:00.000000000,0
50064164,R-042e208b,2019-02-15 07:00:00,2019-02-15 13:55:12.000000000,1
20558404,R-2f3540c8,2019-02-15 07:00:00,2019-02-15 23:33:00.000000000,0
22421199,R-eb2d25ec,2019-02-15 07:00:00,2019-02-15 13:27:00.000000000,0
29906375,R-922c921c,2019-02-15 07:00:00,2019-02-15 10:51:36.000000000,0
17692634,R-8095c809,2019-02-15 07:00:00,2019-02-15 11:09:00.000000000,0
30822651,R-42eaa680,2019-02-15 07:00:00,2019-02-15 11:07:12.000000000,0
12052665,R-c3f99863,2019-02-15 07:00:00,2019-02-15 23:08:24.000000000,0
83302529,R-7ea6f0fd,2019-02-15 07:00:00,2019-02-15 13:40:12.000000000,1
12155785,R-173ee297,2019-02-15 07:00:00,2019-02-15 09:09:00.000000000,0
22563087,R-b95fb5e1,2019-02-15 07:00:00,2019-02-15 23:03:36.000000000,1
39847672,R-127f7d6d,2019-02-15 07:00:00,2019-02-15 18:19:12.000000000,1
21531217,R-0e4cf867,2019-02-15 07:00:00,2019-02-16 00:52:48.000000000,1
61292553,R-f7354e9c,2019-02-15 07:00:00,2019-02-15 20:11:24.000000000,0
30312694,R-314ccc79,2019-02-15 07:00:00,2019-02-16 01:50:24.000000000,0
79272556,R-7075aabf,2019-02-15 07:00:00,2019-02-15 19:09:00.000000000,0
10048865,R-a4c11ba8,2019-02-15 07:00:00,2019-02-15 15:58:48.000000000,0
32648498,R-a0780ecb,2019-02-15 07:00:00,2019-02-15 10:25:48.000000000,0
29054232,R-c856fa6a,2019-02-15 07:00:00,2019-02-16 01:10:48.000000000,0
15371035,R-d87e53cd,2019-02-15 07:00:00,2019-02-15 20:38:24.000000000,0
91771941,R-1dbdf62e,2019-02-15 07:00:00,2019-02-15 19:03:00.000000000,0
89203390,R-d9164eb4,2019-02-15 07:00:00,2019-02-15 22:51:00.000000000,0
46619422,R-5eb1238b,2019-02-15 07:00:00,2019-02-15 11:15:00.000000000,0
58330582,R-0f1df569,2019-02-15 07:00:00,2019-02-15 09:04:48.000000000,0
16959470,R-2c55aa05,2019-02-15 07:00:00,2019-02-15 18:15:36.000000000,0
10747274,R-d50d5abd,2019-02-15 07:00:00,2019-02-15 10:43:48.000000000,0
51580610,R-04154a1b,2019-02-15 07:00:00,2019-02-15 12:55:12.000000000,0
14058250,R-fab4444d,2019-02-15 07:00:00,2019-02-16 00:55:12.000000000,1
20276394,R-79f556b4,2019-02-15 07:00:00,2019-02-15 13:48:36.000000000,1
69417303,R-8f496026,2019-02-15 07:00:00,2019-02-15 09:39:00.000000000,0
33201533,R-a08baf8e,2019-02-15 07:00:00,2019-02-16 03:18:00.000000000,0
17386890,R-0ccbf205,2019-02-15 07:00:00,2019-02-15 22:22:48.000000000,0
41046509,R-42e2fe1b,2019-02-15 07:00:00,2019-02-16 02:42:36.000000000,0
15060086,R-66b8d014,2019-02-15 07:00:00,2019-02-15 13:34:47.999999999,0
29791384,R-8e2bfe7e,2019-02-15 07:00:00,2019-02-15 19:01:48.000000000,0
95696710,R-3b962dee,2019-02-15 07:00:00,2019-02-15 09:27:00.000000000,0
26367553,R-05f9858a,2019-02-15 07:00:00,2019-02-16 01:21:00.000000000,0
68645374,R-e94fe988,2019-02-15 07:00:00,2019-02-16 03:15:36.000000000,1
30594654,R-1b7d4b68,2019-02-15 07:00:00,2019-02-16 03:10:48.000000000,0
13805911,R-863b499b,2019-02-15 07:00:00,2019-02-15 10:07:48.000000000,0
25976643,R-eaef7c11,2019-02-15 07:00:00,2019-02-15 18:55:12.000000000,0
29780011,R-1bdecb65,2019-02-15 07:00:00,2019-02-16 02:52:48.000000000,0
32479492,R-ba512bcb,2019-02-15 07:00:00,2019-02-15 10:10:12.000000000,0
29378614,R-8adb758d,2019-02-15 07:00:00,2019-02-15 15:31:12.000000000,0
18663378,R-3d1310d5,2019-02-15 07:00:00,2019-02-15 18:45:00.000000000,0
19571575,R-1d7b758f,2019-02-15 07:00:00,2019-02-15 08:03:36.000000000,0
27618452,R-187fd321,2019-02-15 07:00:00,2019-02-16 03:30:00.000000000,0
15081964,R-644de1e7,2019-02-15 07:00:00,2019-02-16 01:10:48.000000000,0
27188149,R-2ef46b2a,2019-02-15 07:00:00,2019-02-15 14:12:00.000000000,0
75500652,R-e6e370fb,2019-02-15 07:00:00,2019-02-15 13:43:12.000000000,1
11968468,R-49efe65a,2019-02-15 07:00:00,2019-02-15 15:41:24.000000000,1
31562809,R-061dfd21,2019-02-15 07:00:00,2019-02-15 21:11:24.000000000,0
27624262,R-f363ad37,2019-02-15 07:00:00,2019-02-16 02:32:24.000000000,0
21539605,R-b92323c1,2019-02-15 07:00:00,2019-02-16 05:07:48.000000000,0
11191961,R-5015472f,2019-02-15 07:00:00,2019-02-16 02:52:12.000000000,1
29965111,R-50bfc0ce,2019-02-15 07:00:00,2019-02-15 19:49:48.000000000,0
11232163,R-5121d12e,2019-02-15 07:00:00,2019-02-15 22:32:24.000000000,1
18882093,R-2872a40d,2019-02-15 07:00:00,2019-02-15 22:45:36.000000000,0
18678032,R-9cbea6f8,2019-02-15 07:00:00,2019-02-15 16:50:24.000000000,0
32383950,R-df21f3b0,2019-02-15 07:00:00,2019-02-15 22:03:36.000000000,0
91877740,R-4f3348bf,2019-02-15 07:00:00,2019-02-15 12:47:24.000000000,0
74499001,R-49b1efdc,2019-02-15 07:00:00,2019-02-16 04:56:24.000000000,0
22653688,R-8a54e705,2019-02-15 07:00:00,2019-02-15 13:43:12.000000000,0
28713449,R-2c02b253,2019-02-15 07:00:00,2019-02-15 11:45:36.000000000,0
11889158,R-9bd9f2c0,2019-02-15 07:00:00,2019-02-16 01:54:36.000000000,1
95354743,R-ed1094fd,2019-02-15 07:00:00,2019-02-15 22:13:12.000000000,0
16618542,R-3f7d0338,2019-02-15 07:00:00,2019-02-15 23:49:48.000000000,0
31120899,R-6f75153b,2019-02-15 07:00:00,2019-02-15 21:27:00.000000000,0
64144761,R-5eaf26f3,2019-02-15 07:00:00,2019-02-15 11:05:24.000000000,0
26375094,R-683d2131,2019-02-15 07:00:00,2019-02-15 14:00:36.000000000,0
76949042,R-7be225da,2019-02-15 07:00:00,2019-02-15 21:48:36.000000000,1
32864873,R-bf33b15f,2019-02-15 07:00:00,2019-02-15 11:02:24.000000000,0
31840617,R-efef4c8b,2019-02-15 07:00:00,2019-02-15 09:18:36.000000000,0
27121057,R-91e5f4ae,2019-02-15 07:00:00,2019-02-15 11:37:12.000000000,0
27799951,R-a61d33ae,2019-02-15 07:00:00,2019-02-15 14:12:00.000000000,0
10633538,R-65396d9f,2019-02-15 07:00:00,2019-02-16 06:02:24.000000000,0
25385693,R-ece28f05,2019-02-15 07:00:00,2019-02-16 05:02:24.000000000,0
28921384,R-bcc0bd19,2019-02-15 07:00:00,2019-02-15 22:03:36.000000000,1
23639934,R-2d8055b0,2019-02-15 07:00:00,2019-02-15 20:38:24.000000000,0
77757333,R-75aaf5e7,2019-02-15 07:00:00,2019-02-15 14:12:00.000000000,0
14541120,R-bfb7594c,2019-02-15 07:00:00,2019-02-15 09:42:36.000000000,0
28753771,R-4f7d3ba1,2019-02-15 07:00:00,2019-02-15 10:03:00.000000000,0
33571967,R-e45a1037,2019-02-15 07:00:00,2019-02-15 17:37:48.000000000,1
80740040,R-e3eaf82c,2019-02-15 07:00:00,2019-02-15 21:24:36.000000000,0
86730900,R-4d374853,2019-02-15 07:00:00,2019-02-15 22:06:36.000000000,0
16511798,R-4c68d858,2019-02-15 07:00:00,2019-02-15 23:22:48.000000000,0
26874710,R-94fccb4a,2019-02-15 07:00:00,2019-02-15 14:43:12.000000000,0
31295807,R-bfde2758,2019-02-15 07:00:00,2019-02-16 03:09:00.000000000,1
14720175,R-db46cb70,2019-02-15 07:00:00,2019-02-15 18:06:36.000000000,0
71734543,R-7dfe2c77,2019-02-15 07:00:00,2019-02-15 21:12:36.000000000,0
16991743,R-6a15699a,2019-02-15 07:00:00,2019-02-15 15:46:48.000000000,1
23821505,R-d911ffd2,2019-02-15 07:00:00,2019-02-15 20:33:00.000000000,0
26739096,R-df82caa8,2019-02-15 07:00:00,2019-02-15 10:09:00.000000000,1
11275725,R-50323e08,2019-02-15 07:00:00,2019-02-16 04:09:00.000000000,0
13680498,R-1eb5f5f2,2019-02-15 07:00:00,2019-02-15 12:25:48.000000000,0
17139230,R-80b8819b,2019-02-15 07:00:00,2019-02-15 11:38:24.000000000,0
17036941,R-a49eac13,2019-02-15 07:00:00,2019-02-16 00:49:48.000000000,1
22809517,R-63cfd788,2019-02-15 07:00:00,2019-02-15 20:06:36.000000000,0
29008685,R-9439d314,2019-02-15 07:00:00,2019-02-15 21:50:24.000000000,0
31057971,R-e2033d5f,2019-02-15 07:00:00,2019-02-15 20:34:47.999999999,0
24236441,R-4cfcd3c6,2019-02-15 07:00:00,2019-02-15 11:08:24.000000000,0
14638240,R-13ae31fc,2019-02-15 07:00:00,2019-02-15 12:27:00.000000000,0
19289011,R-23cad392,2019-02-15 07:00:00,2019-02-15 20:31:12.000000000,1
10234289,R-8951579d,2019-02-15 07:00:00,2019-02-15 11:03:36.000000000,0
32241370,R-95f8d290,2019-02-15 07:00:00,2019-02-15 09:06:00.000000000,0
19695271,R-cdde159d,2019-02-15 07:00:00,2019-02-15 13:31:48.000000000,1
21265684,R-c71e40ee,2019-02-15 07:00:00,2019-02-15 14:06:36.000000000,1
15302925,R-abc9e78b,2019-02-15 07:00:00,2019-02-16 05:28:12.000000000,0
93257833,R-9b9e505b,2019-02-15 07:00:00,2019-02-16 03:00:00.000000000,0
20339561,R-dbf62bdb,2019-02-15 07:00:00,2019-02-15 20:59:24.000000000,0
30302867,R-46993433,2019-02-15 07:00:00,2019-02-15 19:03:00.000000000,0
11346582,R-a6faaa76,2019-02-15 07:00:00,2019-02-15 13:43:12.000000000,0
28389523,R-bb7dd17d,2019-02-15 07:00:00,2019-02-15 09:42:36.000000000,0
25523248,R-4f2e8b29,2019-02-15 07:00:00,2019-02-15 12:45:00.000000000,1
25822301,R-c62a77a8,2019-02-15 07:00:00,2019-02-15 15:33:36.000000000,0
26165649,R-357c2068,2019-02-15 07:00:00,2019-02-15 20:09:00.000000000,0
72777903,R-ae942d3f,2019-02-15 07:00:00,2019-02-15 22:36:00.000000000,1
75281181,R-8ba4242b,2019-02-15 07:00:00,2019-02-15 21:24:00.000000000,0
28650047,R-0f15ad6f,2019-02-15 07:00:00,2019-02-15 13:19:12.000000000,0
27775623,R-553cacdb,2019-02-15 07:00:00,2019-02-16 01:46:48.000000000,1
25160188,R-8ff40b97,2019-02-15 07:00:00,2019-02-15 16:25:12.000000000,0
14625993,R-fd52f991,2019-02-15 07:00:00,2019-02-16 00:55:12.000000000,1
