city_id,date,hour,temp,wind_speed,description,precip,humidity,visibility,pressure,chanceofrain,chanceoffog,chanceofsnow,chanceofthunder
C-927ceb5e,2019-02-18,1400,23,7,Cloudy,0.0,84,6,1033,0,0,0,0
C-927ceb5e,2019-02-18,1500,23,7,Cloudy,0.0,84,6,1034,0,0,0,0
C-927ceb5e,2019-02-18,1600,23,6,Cloudy,0.0,86,5,1034,0,0,0,0
C-927ceb5e,2019-02-18,1700,21,6,Moderate snow,0.0,87,4,1035,0,0,0,0
C-927ceb5e,2019-02-18,1800,21,5,Moderate snow,0.0,89,3,1035,0,0,0,0
C-927ceb5e,2019-02-18,1900,18,4,Moderate snow,0.0,90,4,1036,0,0,0,0
C-927ceb5e,2019-02-18,2000,16,4,Cloudy,0.0,90,5,1036,0,0,0,0
C-927ceb5e,2019-02-18,2100,14,4,Cloudy,0.0,90,6,1037,0,0,0,0
C-927ceb5e,2019-02-18,2200,12,3,Cloudy,0.0,91,6,1037,0,0,0,0
C-927ceb5e,2019-02-18,2300,10,3,Partly cloudy,0.0,92,6,1037,0,0,0,0
C-927ceb5e,2019-02-19,0,9,3,Partly cloudy,0.0,92,6,1037,0,0,0,0
C-927ceb5e,2019-02-19,100,9,2,Partly cloudy,0.0,92,6,1038,0,0,0,0
C-927ceb5e,2019-02-19,200,7,2,Partly cloudy,0.0,93,6,1038,0,0,0,0
C-927ceb5e,2019-02-19,300,7,2,Partly cloudy,0.0,93,6,1038,0,0,0,0
C-927ceb5e,2019-02-19,400,7,2,Partly cloudy,0.0,93,6,1038,0,0,0,0
C-927ceb5e,2019-02-19,500,7,2,Partly cloudy,0.0,93,6,1038,0,0,0,0
C-927ceb5e,2019-02-19,600,5,2,Partly cloudy,0.0,94,6,1039,0,0,0,0
C-927ceb5e,2019-02-19,700,7,2,Partly cloudy,0.0,93,6,1038,0,0,0,0
C-927ceb5e,2019-02-19,800,9,3,Partly cloudy,0.0,92,6,1038,0,0,0,0
C-927ceb5e,2019-02-19,900,10,4,Partly cloudy,0.0,92,6,1038,0,0,0,0
C-927ceb5e,2019-02-19,1000,14,5,Partly cloudy,0.0,90,6,1038,0,0,0,0
C-927ceb5e,2019-02-19,1100,18,6,Overcast,0.0,89,6,1037,0,0,0,0
C-927ceb5e,2019-02-19,1200,19,7,Overcast,0.0,87,6,1036,0,0,0,0
C-927ceb5e,2019-02-19,1300,21,7,Overcast,0.0,88,6,1035,0,0,0,0
C-927ceb5e,2019-02-19,1400,23,8,Cloudy,0.0,88,6,1034,0,0,0,0
C-927ceb5e,2019-02-19,1500,23,8,Cloudy,0.0,88,6,1033,0,0,0,0
C-927ceb5e,2019-02-19,1600,23,8,Cloudy,0.0,90,6,1032,0,0,0,0
C-927ceb5e,2019-02-19,1700,23,8,Overcast,0.0,91,6,1031,0,0,0,0
C-927ceb5e,2019-02-19,1800,23,8,Overcast,0.0,93,6,1031,0,0,0,0
C-927ceb5e,2019-02-19,1900,23,9,Overcast,0.0,93,4,1030,0,0,0,0
C-927ceb5e,2019-02-19,2000,23,9,Heavy snow,0.0,93,3,1029,0,0,0,0
C-927ceb5e,2019-02-19,2100,23,9,Heavy snow,0.0,92,1,1028,0,0,0,0
C-927ceb5e,2019-02-19,2200,25,9,Heavy snow,0.0,93,1,1027,0,0,0,0
C-927ceb5e,2019-02-19,2300,25,9,Heavy snow,0.0,94,1,1025,0,0,0,0
C-927ceb5e,2019-02-20,0,25,9,Heavy snow,0.0,95,1,1024,0,0,0,0
C-927ceb5e,2019-02-20,100,25,9,Heavy snow,0.0,94,1,1022,0,0,0,0
C-927ceb5e,2019-02-20,200,25,9,Heavy snow,0.0,94,1,1020,0,0,0,0
C-927ceb5e,2019-02-20,300,25,9,Heavy snow,0.0,93,1,1018,0,0,0,0
C-927ceb5e,2019-02-20,400,25,8,Heavy snow,0.0,93,1,1016,0,0,0,0
C-927ceb5e,2019-02-20,500,25,7,Heavy snow,0.1,93,1,1015,0,0,0,0
C-927ceb5e,2019-02-20,600,27,7,Heavy snow,0.1,93,1,1013,0,0,0,0
C-927ceb5e,2019-02-20,700,27,7,Heavy snow,0.0,93,1,1011,0,0,0,0
C-927ceb5e,2019-02-20,800,28,8,Heavy snow,0.0,94,1,1010,0,0,0,0
C-927ceb5e,2019-02-20,900,30,9,Heavy snow,0.0,94,1,1008,0,0,0,0
C-927ceb5e,2019-02-20,1000,32,9,Heavy snow,0.0,96,1,1008,0,0,0,0
C-927ceb5e,2019-02-20,1100,32,9,Heavy snow,0.0,98,1,1007,0,0,0,0
C-927ceb5e,2019-02-20,1200,34,9,Heavy snow,0.0,100,1,1006,0,0,0,0
C-927ceb5e,2019-02-20,1300,34,9,Heavy snow,0.0,98,2,1007,0,0,0,0
C-927ceb5e,2019-02-20,1400,34,9,Moderate or heavy snow showers,0.0,97,3,1007,0,0,0,0
C-927ceb5e,2019-02-20,1500,34,9,Moderate or heavy snow showers,0.0,95,4,1007,0,0,0,0
C-927ceb5e,2019-02-20,1600,32,11,Moderate or heavy snow showers,0.0,92,4,1008,0,0,0,0
C-927ceb5e,2019-02-20,1700,32,11,Moderate or heavy snow showers,0.0,89,4,1009,0,0,0,0
C-927ceb5e,2019-02-20,1800,32,12,Moderate or heavy snow showers,0.0,86,4,1010,0,0,0,0
C-927ceb5e,2019-02-20,1900,28,13,Moderate or heavy snow showers,0.0,86,5,1011,0,0,0,0
C-927ceb5e,2019-02-20,2000,27,14,Clear,0.0,85,6,1012,0,0,0,0
C-927ceb5e,2019-02-20,2100,25,14,Clear,0.0,85,6,1013,0,0,0,0
C-927ceb5e,2019-02-20,2200,23,12,Clear,0.0,86,6,1014,0,0,0,0
C-927ceb5e,2019-02-20,2300,19,11,Clear,0.0,88,6,1015,0,0,0,0
C-927ceb5e,2019-02-21,0,18,8,Clear,0.0,90,6,1016,0,0,0,0
C-927ceb5e,2019-02-21,100,18,7,Clear,0.0,90,6,1017,0,0,0,0
C-927ceb5e,2019-02-21,200,18,6,Clear,0.0,90,6,1018,0,0,0,0
C-927ceb5e,2019-02-21,300,16,4,Clear,0.0,90,6,1019,0,0,0,0
C-927ceb5e,2019-02-21,400,16,4,Clear,0.0,90,6,1020,0,0,0,0
C-927ceb5e,2019-02-21,500,14,4,Clear,0.0,90,6,1021,0,0,0,0
C-927ceb5e,2019-02-21,600,12,3,Sunny,0.0,90,6,1022,0,0,0,0
C-927ceb5e,2019-02-21,700,14,3,Sunny,0.0,90,6,1023,0,0,0,0
C-927ceb5e,2019-02-21,800,16,2,Sunny,0.0,89,6,1024,0,0,0,0
C-927ceb5e,2019-02-21,900,16,2,Sunny,0.0,88,6,1024,0,0,0,0
C-927ceb5e,2019-02-21,1000,19,2,Sunny,0.0,87,6,1025,0,0,0,0
C-927ceb5e,2019-02-21,1100,21,3,Partly cloudy,0.0,86,6,1025,0,0,0,0
C-927ceb5e,2019-02-21,1200,25,3,Partly cloudy,0.0,85,6,1026,0,0,0,0
C-927ceb5e,2019-02-21,1300,25,4,Partly cloudy,0.0,84,6,1026,0,0,0,0
C-927ceb5e,2019-02-21,1400,27,4,Sunny,0.0,82,6,1026,0,0,0,0
C-927ceb5e,2019-02-21,1500,27,5,Sunny,0.0,81,6,1026,0,0,0,0
C-927ceb5e,2019-02-21,1600,25,4,Sunny,0.0,83,6,1026,0,0,0,0
C-927ceb5e,2019-02-21,1700,23,4,Sunny,0.0,85,6,1027,0,0,0,0
C-927ceb5e,2019-02-21,1800,19,4,Clear,0.0,87,6,1027,0,0,0,0
C-927ceb5e,2019-02-21,1900,19,3,Clear,0.0,87,6,1028,0,0,0,0
C-927ceb5e,2019-02-21,2000,18,3,Clear,0.0,86,6,1028,0,0,0,0
C-927ceb5e,2019-02-21,2100,16,2,Clear,0.0,86,6,1029,0,0,0,0
C-927ceb5e,2019-02-21,2200,16,3,Clear,0.0,86,6,1029,0,0,0,0
C-927ceb5e,2019-02-21,2300,14,3,Clear,0.0,87,6,1030,0,0,0,0
C-927ceb5e,2019-02-22,0,14,4,Clear,0.0,87,6,1031,0,0,0,0
C-927ceb5e,2019-02-22,100,14,3,Clear,0.0,87,6,1031,0,0,0,0
C-927ceb5e,2019-02-22,200,16,3,Clear,0.0,87,6,1031,0,0,0,0
C-927ceb5e,2019-02-22,300,18,2,Clear,0.0,87,6,1032,0,0,0,0
C-927ceb5e,2019-02-22,400,16,3,Clear,0.0,88,6,1032,0,0,0,0
C-927ceb5e,2019-02-22,500,16,3,Clear,0.0,88,6,1032,0,0,0,0
C-927ceb5e,2019-02-22,600,16,3,Sunny,0.0,89,6,1032,0,0,0,0
C-927ceb5e,2019-02-22,700,18,5,Sunny,0.0,89,6,1032,0,0,0,0
C-927ceb5e,2019-02-22,800,19,7,Sunny,0.0,89,6,1032,0,0,0,0
C-927ceb5e,2019-02-22,900,19,9,Sunny,0.0,89,6,1032,0,0,0,0
C-927ceb5e,2019-02-22,1000,23,9,Sunny,0.0,89,6,1031,0,0,0,0
C-927ceb5e,2019-02-22,1100,25,9,Partly cloudy,0.0,89,6,1031,0,0,0,0
C-927ceb5e,2019-02-22,1200,28,9,Partly cloudy,0.0,89,6,1030,0,0,0,0
C-927ceb5e,2019-02-22,1300,28,9,Partly cloudy,0.0,89,6,1029,0,0,0,0
C-927ceb5e,2019-02-22,1400,30,10,Cloudy,0.0,90,6,1028,0,0,0,0
C-927ceb5e,2019-02-22,1500,32,10,Cloudy,0.0,90,6,1027,0,0,0,0
C-927ceb5e,2019-02-22,1600,30,10,Cloudy,0.0,91,6,1026,0,0,0,0
C-927ceb5e,2019-02-22,1700,30,10,Partly cloudy,0.0,91,6,1026,0,0,0,0
C-927ceb5e,2019-02-22,1800,30,10,Partly cloudy,0.0,92,6,1025,0,0,0,0
C-927ceb5e,2019-02-22,1900,30,10,Partly cloudy,0.0,91,6,1025,0,0,0,0
C-927ceb5e,2019-02-22,2000,30,9,Overcast,0.0,90,6,1024,0,0,0,0
C-927ceb5e,2019-02-22,2100,32,9,Overcast,0.0,89,6,1023,0,0,0,0
C-927ceb5e,2019-02-22,2200,32,9,Overcast,0.0,89,6,1023,0,0,0,0
C-927ceb5e,2019-02-22,2300,32,7,Overcast,0.0,89,6,1022,0,0,0,0
C-927ceb5e,2019-02-23,0,32,7,Overcast,0.0,89,6,1022,0,0,0,0
C-927ceb5e,2019-02-23,100,32,6,Overcast,0.0,92,6,1021,0,0,0,0
C-927ceb5e,2019-02-23,200,32,6,Moderate rain,0.1,95,5,1020,0,0,0,0
C-927ceb5e,2019-02-23,300,34,4,Moderate rain,0.1,99,4,1019,0,0,0,0
C-927ceb5e,2019-02-23,400,34,5,Moderate rain,0.0,99,4,1018,0,0,0,0
C-927ceb5e,2019-02-23,500,34,6,Heavy rain,0.2,99,4,1017,0,0,0,0
C-927ceb5e,2019-02-23,600,34,6,Heavy rain,0.3,99,3,1016,0,0,0,0
C-927ceb5e,2019-02-23,700,34,6,Heavy rain,0.1,99,4,1015,0,0,0,0
C-927ceb5e,2019-02-23,800,34,6,Moderate rain,0.0,100,4,1015,0,0,0,0
C-927ceb5e,2019-02-23,900,34,7,Moderate rain,0.1,100,4,1014,0,0,0,0
C-927ceb5e,2019-02-23,1000,34,7,Moderate rain,0.0,100,4,1013,0,0,0,0
C-927ceb5e,2019-02-23,1100,34,7,Moderate rain,0.1,100,4,1011,0,0,0,0
C-927ceb5e,2019-02-23,1200,34,8,Moderate rain,0.1,100,4,1010,0,0,0,0
C-927ceb5e,2019-02-23,1300,34,9,Moderate rain,0.0,100,3,1008,0,0,0,0
C-927ceb5e,2019-02-23,1400,34,9,Light drizzle,0.0,100,2,1006,0,0,0,0
C-927ceb5e,2019-02-23,1500,36,11,Light drizzle,0.0,100,1,1004,0,0,0,0
C-927ceb5e,2019-02-23,1600,36,9,Light drizzle,0.0,100,2,1002,0,0,0,0
C-927ceb5e,2019-02-23,1700,36,8,Moderate or heavy rain with thunder,0.1,100,3,1000,0,0,0,0
C-927ceb5e,2019-02-23,1800,37,7,Moderate or heavy rain with thunder,0.1,100,4,998,0,0,0,0
C-927ceb5e,2019-02-23,1900,37,7,Moderate or heavy rain with thunder,0.1,100,4,997,0,0,0,0
C-927ceb5e,2019-02-23,2000,37,8,Moderate rain,0.0,100,4,996,0,0,0,0
C-927ceb5e,2019-02-23,2100,37,9,Moderate rain,0.1,100,4,994,0,0,0,0
C-927ceb5e,2019-02-23,2200,36,10,Moderate rain,0.0,99,4,994,0,0,0,0
C-927ceb5e,2019-02-23,2300,36,11,Moderate rain,0.0,99,4,994,0,0,0,0
C-927ceb5e,2019-02-24,0,36,12,Moderate rain,0.1,99,4,994,0,0,0,0
C-927ceb5e,2019-02-24,100,34,16,Moderate rain,0.0,94,3,996,0,0,0,0
C-927ceb5e,2019-02-24,200,32,19,Blizzard,0.0,88,1,998,0,0,0,0
C-927ceb5e,2019-02-24,300,30,22,Blizzard,0.0,83,0,1000,0,0,0,0
C-927ceb5e,2019-02-24,400,28,24,Blizzard,0.0,82,0,1002,0,0,0,0
C-927ceb5e,2019-02-24,500,27,25,Blizzard,0.0,81,0,1005,0,0,0,0
C-927ceb5e,2019-02-24,600,25,27,Blizzard,0.0,81,0,1008,0,0,0,0
C-927ceb5e,2019-02-24,700,23,26,Blizzard,0.0,80,1,1010,0,0,0,0
C-927ceb5e,2019-02-24,800,19,25,Blowing snow,0.0,79,1,1012,0,0,0,0
C-927ceb5e,2019-02-24,900,18,24,Blowing snow,0.0,78,1,1014,0,0,0,0
C-927ceb5e,2019-02-24,1000,18,24,Blowing snow,0.0,77,1,1015,0,0,0,0
C-927ceb5e,2019-02-24,1100,19,25,Blowing snow,0.0,76,1,1017,0,0,0,0
C-927ceb5e,2019-02-24,1200,19,25,Blowing snow,0.0,75,1,1018,0,0,0,0
C-927ceb5e,2019-02-24,1300,19,25,Blowing snow,0.0,75,3,1019,0,0,0,0
C-927ceb5e,2019-02-24,1400,19,25,Cloudy,0.0,75,4,1020,0,0,0,0
C-927ceb5e,2019-02-24,1500,19,25,Cloudy,0.0,75,6,1022,0,0,0,0
C-927ceb5e,2019-02-24,1600,18,23,Cloudy,0.0,75,6,1023,0,0,0,0
C-927ceb5e,2019-02-24,1700,18,21,Partly cloudy,0.0,76,6,1024,0,0,0,0
C-927ceb5e,2019-02-24,1800,16,19,Partly cloudy,0.0,77,6,1025,0,0,0,0
C-927ceb5e,2019-02-24,1900,14,18,Partly cloudy,0.0,77,6,1026,0,0,0,0
C-927ceb5e,2019-02-24,2000,12,16,Clear,0.0,78,6,1027,0,0,0,0
C-927ceb5e,2019-02-24,2100,10,14,Clear,0.0,78,6,1028,0,0,0,0
C-927ceb5e,2019-02-24,2200,9,14,Clear,0.0,78,6,1029,0,0,0,0
C-927ceb5e,2019-02-24,2300,9,13,Clear,0.0,78,6,1030,0,0,0,0
C-927ceb5e,2019-02-25,0,7,12,Clear,0.0,78,6,1031,0,0,0,0
C-927ceb5e,2019-02-25,100,7,11,Clear,0.0,79,6,1032,0,0,0,0
C-927ceb5e,2019-02-25,200,5,10,Clear,0.0,79,6,1033,0,0,0,0
C-927ceb5e,2019-02-25,300,5,9,Clear,0.0,80,6,1034,0,0,0,0
C-927ceb5e,2019-02-25,400,3,9,Clear,0.0,80,6,1034,0,0,0,0
C-927ceb5e,2019-02-25,500,3,9,Clear,0.0,81,6,1035,0,0,0,0
C-927ceb5e,2019-02-25,600,3,8,Sunny,0.0,82,6,1035,0,0,0,0
C-927ceb5e,2019-02-25,700,3,8,Sunny,0.0,80,6,1035,0,0,0,0
C-927ceb5e,2019-02-25,800,5,8,Partly cloudy,0.0,78,6,1035,0,0,0,0
C-927ceb5e,2019-02-25,900,7,8,Partly cloudy,0.0,76,6,1035,0,0,0,0
C-927ceb5e,2019-02-25,1000,9,8,Partly cloudy,0.0,72,6,1035,0,0,0,0
C-927ceb5e,2019-02-25,1100,12,7,Partly cloudy,0.0,68,6,1035,0,0,0,0
C-927ceb5e,2019-02-25,1200,14,7,Partly cloudy,0.0,64,6,1035,0,0,0,0
C-927ceb5e,2019-02-25,1300,14,7,Partly cloudy,0.0,65,6,1035,0,0,0,0
C-927ceb5e,2019-02-25,1400,16,8,Partly cloudy,0.0,65,6,1034,0,0,0,0
C-927ceb5e,2019-02-25,1500,16,9,Partly cloudy,0.0,65,6,1033,0,0,0,0
C-927ceb5e,2019-02-25,1600,16,9,Partly cloudy,0.0,70,6,1034,0,0,0,0
C-927ceb5e,2019-02-25,1700,16,8,Partly cloudy,0.0,75,6,1034,0,0,0,0
C-927ceb5e,2019-02-25,1800,14,8,Partly cloudy,0.0,80,6,1034,0,0,0,0
C-927ceb5e,2019-02-25,1900,12,8,Partly cloudy,0.0,83,6,1034,0,0,0,0
C-927ceb5e,2019-02-25,2000,10,8,Partly cloudy,0.0,85,6,1034,0,0,0,0
C-927ceb5e,2019-02-25,2100,10,9,Partly cloudy,0.0,88,6,1034,0,0,0,0
C-927ceb5e,2019-02-25,2200,10,8,Partly cloudy,0.0,89,6,1034,0,0,0,0
C-927ceb5e,2019-02-25,2300,9,7,Overcast,0.0,89,6,1035,0,0,0,0
C-927ceb5e,2019-02-26,0,9,7,Overcast,0.0,90,6,1035,0,0,0,0
C-927ceb5e,2019-02-26,100,9,8,Overcast,0.0,89,6,1035,0,0,0,0
C-927ceb5e,2019-02-26,200,9,9,Overcast,0.0,89,6,1035,0,0,0,0
C-927ceb5e,2019-02-26,300,9,9,Overcast,0.0,89,6,1035,0,0,0,0
C-927ceb5e,2019-02-26,400,9,11,Overcast,0.0,88,6,1035,0,0,0,0
C-927ceb5e,2019-02-26,500,9,11,Overcast,0.0,88,6,1035,0,0,0,0
C-927ceb5e,2019-02-26,600,9,12,Overcast,0.0,87,6,1035,0,0,0,0
C-927ceb5e,2019-02-26,700,9,12,Overcast,0.0,88,6,1034,0,0,0,0
C-927ceb5e,2019-02-26,800,10,13,Light snow,0.0,88,6,1034,0,0,0,0
C-927ceb5e,2019-02-26,900,12,14,Light snow,0.0,89,6,1033,0,0,0,0
C-927ceb5e,2019-02-26,1000,14,14,Light snow,0.0,89,5,1033,0,0,0,0
C-927ceb5e,2019-02-26,1100,14,14,Moderate snow,0.0,89,4,1033,0,0,0,0
C-927ceb5e,2019-02-26,1200,16,14,Moderate snow,0.0,89,3,1032,0,0,0,0
C-927ceb5e,2019-02-26,1300,16,13,Moderate snow,0.0,88,3,1031,0,0,0,0
C-927ceb5e,2019-02-26,1400,18,12,Moderate snow,0.0,88,3,1031,0,0,0,0
C-927ceb5e,2019-02-26,1500,18,12,Moderate snow,0.0,87,3,1030,0,0,0,0
C-927ceb5e,2019-02-26,1600,18,11,Moderate snow,0.0,89,3,1029,0,0,0,0
C-927ceb5e,2019-02-26,1700,18,11,Patchy heavy snow,0.0,90,3,1029,0,0,0,0
C-927ceb5e,2019-02-26,1800,18,10,Patchy heavy snow,0.0,91,3,1028,0,0,0,0
C-927ceb5e,2019-02-26,1900,18,9,Patchy heavy snow,0.0,92,3,1028,0,0,0,0
C-927ceb5e,2019-02-26,2000,19,9,Moderate snow,0.0,92,3,1027,0,0,0,0
C-927ceb5e,2019-02-26,2100,19,9,Moderate snow,0.0,93,3,1027,0,0,0,0
C-927ceb5e,2019-02-26,2200,19,7,Moderate snow,0.0,93,2,1027,0,0,0,0
C-927ceb5e,2019-02-26,2300,19,6,Heavy snow,0.0,93,2,1026,0,0,0,0
C-927ceb5e,2019-02-27,0,21,6,Heavy snow,0.0,94,1,1026,0,0,0,0
C-927ceb5e,2019-02-27,100,21,5,Heavy snow,0.0,94,3,1026,0,0,0,0
C-927ceb5e,2019-02-27,200,21,4,Light snow,0.0,95,4,1025,0,0,0,0
C-927ceb5e,2019-02-27,300,21,4,Light snow,0.0,95,6,1025,0,0,0,0
C-927ceb5e,2019-02-27,400,19,5,Light snow,0.0,95,5,1026,0,0,0,0
C-927ceb5e,2019-02-27,500,19,6,Moderate snow,0.0,95,4,1026,0,0,0,0
C-927ceb5e,2019-02-27,600,18,6,Moderate snow,0.0,95,3,1026,0,0,0,0
C-927ceb5e,2019-02-27,700,18,7,Moderate snow,0.0,93,4,1026,0,0,0,0
C-927ceb5e,2019-02-27,800,16,8,Overcast,0.0,92,5,1026,0,0,0,0
C-927ceb5e,2019-02-27,900,16,9,Overcast,0.0,90,6,1026,0,0,0,0
C-927ceb5e,2019-02-27,1000,16,9,Overcast,0.0,88,6,1027,0,0,0,0
C-927ceb5e,2019-02-27,1100,16,10,Cloudy,0.0,87,6,1027,0,0,0,0
C-927ceb5e,2019-02-27,1200,16,11,Cloudy,0.0,85,6,1027,0,0,0,0
C-927ceb5e,2019-02-27,1300,16,11,Cloudy,0.0,84,6,1028,0,0,0,0
C-927ceb5e,2019-02-27,1400,16,11,Partly cloudy,0.0,84,6,1028,0,0,0,0
C-927ceb5e,2019-02-27,1500,16,11,Partly cloudy,0.0,84,6,1028,0,0,0,0
C-927ceb5e,2019-02-27,1600,14,11,Partly cloudy,0.0,85,6,1028,0,0,0,0
C-927ceb5e,2019-02-27,1700,12,11,Partly cloudy,0.0,86,6,1028,0,0,0,0
C-927ceb5e,2019-02-27,1800,10,11,Partly cloudy,0.0,88,6,1029,0,0,0,0
C-927ceb5e,2019-02-27,1900,9,11,Partly cloudy,0.0,90,6,1029,0,0,0,0
C-927ceb5e,2019-02-27,2000,7,11,Partly cloudy,0.0,91,6,1029,0,0,0,0
C-927ceb5e,2019-02-27,2100,5,11,Partly cloudy,0.0,93,6,1029,0,0,0,0
C-927ceb5e,2019-02-27,2200,5,9,Partly cloudy,0.0,93,6,1029,0,0,0,0
C-927ceb5e,2019-02-27,2300,5,8,Overcast,0.0,93,6,1029,0,0,0,0
